"","seed","P_rej","Paccept","param","c_true","param2","param3"
"1",1,0,1,5,4.95137780319296,"srs","1"
"2",2,0,1,5,4.94304466287442,"srs","1"
"3",3,0,1,5,4.96179422859113,"srs","1"
"4",4,0,1,5,4.95450273081241,"srs","1"
"5",5,0,1,5,4.95658601589204,"srs","1"
"6",6,0,1,5,4.95971094351149,"srs","1"
"7",7,0,1,5,4.95346108827259,"srs","1"
"8",8,0,1,5,4.95866930097168,"srs","1"
"9",9,0,1,5,4.95346108827259,"srs","1"
"10",10,0,1,5,4.95241944573277,"srs","1"
"11",11,0,1,5,4.95033616065314,"srs","1"
"12",12,0,1,5,4.9420030203346,"srs","1"
"13",13,0,1,5,4.95137780319296,"srs","1"
"14",14,0,1,5,4.94408630541424,"srs","1"
"15",15,0,1,5,4.94825287557351,"srs","1"
"16",16,0,1,5,4.94512794795406,"srs","1"
"17",17,0,1,5,4.95346108827259,"srs","1"
"18",18,0,1,5,4.95554437335222,"srs","1"
"19",19,0,1,5,4.95658601589204,"srs","1"
"20",20,0,1,5,4.96075258605131,"srs","1"
"21",21,0,1,5,4.94929451811332,"srs","1"
"22",22,0,1,5,4.96179422859113,"srs","1"
"23",23,0,1,5,4.94096137779479,"srs","1"
"24",24,0,1,5,4.94721123303369,"srs","1"
"25",25,0,1,5,4.95658601589204,"srs","1"
"26",26,0,1,5,4.95762765843186,"srs","1"
"27",27,0,1,5,4.95137780319296,"srs","1"
"28",28,0,1,5,4.96596079875039,"srs","1"
"29",29,0,1,5,4.94616959049387,"srs","1"
"30",30,0,1,5,4.96075258605131,"srs","1"
"31",31,0,1,5,4.95658601589204,"srs","1"
"32",32,0,1,5,4.95450273081241,"srs","1"
"33",33,0,1,5,4.95241944573277,"srs","1"
"34",34,0,1,5,4.95450273081241,"srs","1"
"35",35,0,1,5,4.93366988001607,"srs","1"
"36",36,0,1,5,4.95241944573277,"srs","1"
"37",37,0,1,5,4.93158659493643,"srs","1"
"38",38,0,1,5,4.95554437335222,"srs","1"
"39",39,0,1,5,4.93991973525497,"srs","1"
"40",40,0,1,5,4.95346108827259,"srs","1"
"41",41,0,1,5,4.94616959049387,"srs","1"
"42",42,0,1,5,4.94096137779479,"srs","1"
"43",43,0,1,5,4.95658601589204,"srs","1"
"44",44,0,1,5,4.95450273081241,"srs","1"
"45",45,0,1,5,4.93158659493643,"srs","1"
"46",46,0,1,5,4.95137780319296,"srs","1"
"47",47,0,1,5,4.95658601589204,"srs","1"
"48",48,0,1,5,4.94825287557351,"srs","1"
"49",49,0,1,5,4.94408630541424,"srs","1"
"50",50,0,1,5,4.95137780319296,"srs","1"
"51",51,0,1,5,4.94408630541424,"srs","1"
"52",52,0,1,5,4.95137780319296,"srs","1"
